name,Summary,actors,director,BigCategory,SmallCategory,Category,runningtime,SMRY
49,,"이스마일 하지오을루,한데 도간데미르",,영화,액션/어드벤쳐,영화,122,이슬람 급진주의 무장세력 IS가 이라크 제2의 도시 모술을 공격하고 튀르키예 영사관 직원 및 가족 등 49명을 납치한다. 인질들을 무사히 구하기 위해 정보부 최정예 요원들이 IS 거점에 잠입해 역사상 유례없는 비밀 구출 작전을 펼치는데...
어느 목사,,"이스마엘 크루즈 코르도바,빅토리아 카르타지나",,영화,액션/어드벤쳐,영화,88,범죄조직에 몸담았던 어두운 과거를 회개하고 목사가 된 주인공이 범죄가 만연한 빈민가 교회로 부임하면서 일어나는 일을 다룬 드라마 영화.
보디가드: 콜드워,,"왕청정,당흔,왕홍상",,영화,액션/어드벤쳐,영화,88,불의의 사고로 임신한 아내를 잃고 경호원을 은퇴한 전설의 보디가드가 하나뿐인 남동생을 치료하기 위해 다시 한번 목숨을 건 경호 임무에 뛰어든다.
진령사,,"하람두,왕락가",,영화,액션/어드벤쳐,영화,100,"조 왕조 40년, 왕생교의 고념동이 사술로 만족의 신령을 만왕의 몸에 흡수하게 하자 진령사는 사신이 된 수주를 다시 봉인하기 위해 서정에 나선다. 하지만 갑작스러운 만왕의 기습으로 서정군은 대부분 전멸하는데..."
스트레인저,,"닐 맥도프,토미 플래너건,크리스티나 오초아",,영화,액션/어드벤쳐,영화,95,"미망인인 캐서린은 지역의 범죄조직으로부터 아들과 자신을 보호해야 한다. 그러다 닉과 캐서린의 삶이 교차하며, 두 사람은 각자의 신념을 위해 서로를 지켜내기 시작하는데..."
봉신방,,"장치녹,이심요,우비",,영화,액션/어드벤쳐,영화,92,상나라 말 주왕의 폭정에 백성은 신음하고 통천교주와 신공표는 만선진을 이용해 인간계를 손에 넣으려 한다. 이들에게 맞서기 위해 강자아는 양전과 나타 등 선인을 소집하지만 봉신방의 비밀이 밝혀지면서 선인들은 강자아와 갈등을 빚게되는데...
돌아온방랑자,,"김희라,박노식,김윤정",,영화,액션/어드벤쳐,영화,0,두번 다시 총을 들지 않기로 맹세한 용은 산골에 은거하면서 사냥으로 소일하고 있었다. 어느날 상해로 부터 홀로 된 형수가 상하이 박이라는 무법자에게 욕을 당하고 있다는 전갈이 날라온다. 이에 용은 다시 상해로 돌아가 상하이 박을 찾아가는데...
신의 한 수,,"정우성,이범수,안성기,김인권,이시영,안길강,이도경,최진혁,정해균,안서현,김명수,유재상,김소진,최일화,배성우",,영화,액션/어드벤쳐,영화,118,"화면해설, 자막 삽입. 프로 바둑기사 태석은 내기 바둑에서 살수팀의 음모로 형을 잃고, 살인 누명을 쓰게 된다. 복역 후 출소한 태석은 살수와의 대결을 위해 내로라하는 선수들을 모으기 시작하는데..."
정글,,"다니엘 래드클리프,토마스 크레취만,알렉스 러셀,조엘 잭슨,릴리 설리반,야스민 카심,야첵 코먼,앤지 밀리컨",,영화,액션/어드벤쳐,영화,115,"세계적인 모험가, 요시 긴스버그의 베스트셀러 [정글] 영화화! 요시는 남미 오지 여행 중 우연히 교사 마커스, 사진작가 케빈을 만나 아마존에 가보자는 설득에 넘어간다. 모든 것이 베일에 싸인 칼이라는 이방인의 가이드로 예측할 수 없는 정글 여행을 떠난다."
로마: 저항군의 탄생,,"톰 리치,미아 맥케나 브루스,그윈디온 라이스,리처드 메이슨,제임스 그룸",,영화,액션/어드벤쳐,영화,85,"로마의 점령지에 사는 쿨라인과 세명의 소꿉친구들은 제국에 반항하는 소소한 일탈을 벌인다. 그러던 어느 날, 이들은 한 로마 병사와 시비가 붙고 실수로 그를 죽이게 된다. 사실이 들킬까 겁이 난 이들은 몰래 마을을 떠나 숲속으로 도망치는데.."
세이프,,"제이슨 스타뎀,크리스 서랜든,로버트 존 버크,레지 리",,영화,액션/어드벤쳐,영화,94,"삼천만불이 담긴 금고를 열 수 있는 천재 소녀, 세 조직으로부터 그녀를 지키고 금고를 열어라. 세상으로부터 소외된 전직 특수요원 출신의 격투기 선수 루크. 의미 없는 삶을 포기하려던 순간 루크는 천재 소녀 메이를 만난다."
토미리스: 전쟁의 여신 리덕스,,"알미라 투르신,아딜 아크메토브",,영화,액션/어드벤쳐,영화,155,"기원전 6세기, 중앙아시아 초원 지대. 마사게타이 부족 내 반란으로 족장 스파르갑이 죽고, 유일하게 살아남은 군주의 딸 토미리스는 복수를 다짐하며 고향을 떠난다. 훗날 뛰어난 전사로 성장한 토미리스는 아버지의 원수를 갚고 여왕의 자리에 오르는데..."
양아치어조,,"안성기,여민구,김종태,최석준,양은용,정우혁,조경한,민경옥",,영화,액션/어드벤쳐,영화,102,"퀵, 신의 한 수를 연출한 조범구 감독의 첫 장편영화. 피 끓는 청춘들의 열혈 비굴 드라마. 강북의 양아치 삼총사인 익수, 종태, 떡팔. 학교에서 말썽을 피우고 자퇴를 선언한 익수와 두 친구는 양아치 짓만 하는 강북이 싫어, 럭셔리하고 젠틀해 보이는 강남으로 떠나는데..."
도둑들,,"김윤석,김혜수,이정재,전지현,임달화,김해숙,오달수,김수현,이심결,증국상,서영주,장동,장현문,정윤헌,조상원,한규석,홍원기,김영민,최덕문,최진호,장준녕",,영화,액션/어드벤쳐,영화,136,"한 팀으로 활동 중인 한국의 도둑 뽀빠이와 예니콜, 씹던 껌, 잠파노. 미술관을 터는데 멋지게 성공한 이들은 뽀빠이의 과거 파트너였던 마카오 박이 제안한 홍콩에서의 새로운 계획을 듣게 되는데..."
더 문폴: 두번째 대충돌,,"마이클 브로데릭,크리스 부드로",,영화,액션/어드벤쳐,영화,87,"어느 날 유성이 달과 충돌하여 중심축이 이동하자 지구의 중력은 달을 행성의 궤도로 끌어당긴다. 그러자 지구에는 화산 폭발, 지진과 같은 자연재해가 연달아 발생하고 달이 지구와 충돌하는 순간 인류는 멸망할 위기에 처한다."
멋진녀석들,,"알 파치노,크리스토퍼 월켄,알란 아킨,줄리아나 마굴리스",,영화,액션/어드벤쳐,영화,0,독은 오랜만의 바깥 세상에 들뜬 발렌타인을 보면서 그에게 하루의 자유시간을 주기로 마음 먹는다. 마치 세상 두려울 것이 없던 젊은 시절로 돌아간 듯 일탈을 즐기는 발렌타인의 모습에 옛 추억의 향수를 느낀 독은 살해 계획도 잠시 잊은 채 그의 일탈에 동참하고...
고질라 VS. 콩,,"알렉산더 스카스가드,밀리 바비 브라운,레베카 홀,카일 챈들러,오구리 순,에이사 곤살레스,브라이언 타이리 헨리",,영화,액션/어드벤쳐,영화,2,"거대 몬스터들의 습격을 받은 지 3년 후, 콩은 스컬 아일랜드를 떠나 인간들의 보호관찰을 받고 있다. 한편 인간들에게 등을 돌린 고질라는 비밀연구회사인 에이펙스에 존재하는 알 수 없는 힘에 이끌려 그곳을 쑥대밭으로 만든다."
엔드 오브 더 월드,,"그렉 그룬버그,닐 그레이스턴,캐롤라인 케이브",,영화,액션/어드벤쳐,영화,89,이 작품에서 인류의 운명은 공상과학 영화 광팬이자 비디오 대여점을 운영하는 두 남자의 손에 달려있다. 모든 영화를 섭렵한 자들과 외부에서 방법만 아는 자들 사이에서 누가 과연 지구를 구할 수 있을까?
언더 파이어,,"에밀 허쉬,유역비,엄관,위 난,여소군",,영화,액션/어드벤쳐,영화,97,"일본 공습 작전 실화를 담은 전쟁 속 로맨스. 1942년 어느 날, 도쿄를 폭격하던 파일럿 잭은 연료 부족으로 중국에 떨어진다. 그곳에서 딸과 함께 사는 미망인 영자의 도움을 받으며 사랑에 빠진다. 그러나 일본군의 끈질긴 수색에 두 사람에겐 절체절명의 위기가 닥치는데..."
원더우먼,,"갤 가돗,크리스 파인,데이빗 듈리스,대니 휴스턴,엘레나 아나야,코니 닐슨,로빈 라이트,루시 데이비스",,영화,액션/어드벤쳐,영화,0,"왕국의 공주 다이애나는 전사로서 훈련을 받던 중 최강 전사로서의 운명을 직감한다. 때마침 섬에 불시착한 트레버 대위를 통해 인간 세상의 존재와 그곳에서 전쟁이 일어나고 있음을 알게 되고, 신들이 주신 능력으로 세상을 구하는 것이 자신의 사명임을 깨닫게 되는데..."
어벤져스2,,"로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,스칼렛 요한슨,크리스 에반스,제레미 레너,돈 치들,애런 존슨",,영화,액션/어드벤쳐,영화,141,"어벤져스는 끝났다. 희망은 없다. 어벤져스를 위협하는 최강의 적 울트론 의 등장.  평화로 가는 길은 단 하나, 인류의 멸종이라고 믿는 울트론과 사상 최대의 전쟁이 시작되는데..."
로그워페어2: 더 헌트,,"윌윤리,스티븐 랭,저메인 러브,로리 마크햄,베르트랑-자비에르 코비",,영화,액션/어드벤쳐,영화,1,"극단적 테러단, 블랙 마스크. 각국에서 선발된 다국적 특수부대 로그 팀의 정면 대결! 팀원을 구하려던 최정예 대원이 포로로 잡히자, 백악관은 일급비밀 구출작전 명령을 발령한다. 로그 팀은 테러단의 은폐된 거점을 찾아 출동하고 마침내 구출작전이 시작되는데..."
알파 : 위대한 여정,,"코디 스밋 맥피,나타샤 맬스,레오노어 바레라,요하네스 하우쿠르 요하네손,메르세데스 드 라 제르다,옌스 홀텐",,영화,액션/어드벤쳐,영화,2,"2만 년 전, 혹한기를 대비해 고기 사냥에 나선 추장의 아들 케다. 사냥 중, 절벽에 떨어진 그는 자신으로 인해 다친 늑대와 만난다. 다친 몸을 이끌고 늑대와 함께 집으로 돌아가기 위한 긴 여정을 시작한다."
엑시덴탈스파이,,"성룡,김민",,영화,액션/어드벤쳐,영화,0,벅은 아버지를 찾아 한국으로 갔지만 그의 아버지는 벅에게 십자가 목걸이와 열쇠를 남기고 숨진다. 터키의 어느 은행 금고 열쇠와 도장인 십자가 목걸이를 이용해 아버지가 남긴 거액의 현금을 얻은 벅은 편안한 삶을 기대한다. 그러나 벅은 정체모를 집단의 협박을 받는데..
어벤져스: 엔드 게임,,"로버트 다우니 주니어,크리스 에반스,마크 러팔로,크리스 헴스워스,스칼렛 요한슨,제레미 레너,돈 치들,폴 러드,브리 라슨,카렌 길런,브래들리 쿠퍼,조슈 브롤린",,영화,액션/어드벤쳐,영화,2,"인피니티 워 이후, 절반만 살아남은 지구. 이곳의 마지막 희망이 된 어벤저스! 사라진 이들을 되살리기 위해 어벤저스의 모든 것을 걸었다! 살아남은 자들이 준비하는, 운명을 바꿀 최후의 전쟁이 펼쳐진다!"
피는 물보다 진하다,,"조동혁,이완,임정은,윤철형,감소현,장은서,김강일,이천은",,영화,액션/어드벤쳐,영화,1,"최대 청부폭력조직 백정파는 무자비함으로 악명 높은 해결사, 도깨비를 앞세워 일대를 장악한다. 그러나 베일에 싸인 도깨비 두현은 친형제 같던 영민의 죄를 뒤집어쓰고 10년의 수감생활을 하게 된다. 한편, 두현이 사라진 사이, 영민은 도깨비 행세를 하며 조직을 차지한다."
578 매그넘,,"알렉상드르 응우옌,호앙 푸크 뉴엔,제시카 민 안,헨 니에,응우옌 람 타오 탐",,영화,액션/어드벤쳐,영화,88,"과거를 숨기고 평범한 컨테이너 트럭을 운전하는 홍은 딸과 함께 가난하지만, 행복하게 살고 있다. 어느 날 아빠를 찾아 홀로 나선 딸이 낯선 남자에게 납치되어 행방불명이 된다. 홍은 아이의 흔적을 찾아 추적하고 이것이 거대한 범죄조직의 소행임을 알게 되는데..."
소림퇴마: 악마사냥꾼,,"손동심,김우백",,영화,액션/어드벤쳐,영화,0,무림 전체를 불안에 떨게 하는 연이은 의문사. 퇴마사 종천은 사건의 범인이 꿈속에서 사람들을 잡아먹는 몽염이라는 것을 알아차린다. 더 이상의 살생을 막기 위해 종천은 자신만의 도술로 무림 최고의 악령과 맞대결을 결심한다.
여래신장,,"장건성,예성",,영화,액션/어드벤쳐,영화,83,이 세계를 움직이는 숨겨진 또 다른 세계 무림. 의문의 남자에게 여래신장의 힘을 받은 용검복은 세계의 질서를 유지하는 무림에 발을 들여놓게 되고 무림의 일원으로 하나씩 임무를 수행해 나간다.
애스 백워즈,,"케이시 윌슨,준 다이안 라파엘",,영화,액션/어드벤쳐,영화,85,둘도 없는 절친인 케이트와 클로이가 어린 시절의 트라우마를 극복하기 위해 다시 한번 더 미인 대회에 참가하기 위해 길을 떠나면서 벌어지는 일을 다룬 로드무비 형식의 코미디 영화.
비룡본색,,"호국방,장립,손교룡,주호동,양가인",,영화,액션/어드벤쳐,영화,96,"마약 조직을 뿌리 뽑기 위해 꾸려진 특수사건 수사팀 대원 용소봉, 왕전기, 탄개산. 마약계 거상을 잡으려는 순간, 조직원에 의해 왕전기가 목숨을 잃고 계획은 실패한다. 슬픔도 잠시, 용소봉은 상부의 명령으로 임호라는 신분으로 위장하여 마약 조직에 잠입한다."
7광구,,"하지원,안성기,오지호,박철민,송새벽,박정학,이한위,박영수",,영화,액션/어드벤쳐,영화,101,"제주도 남단, 7광구의 망망대해에 떠있는 석유 시추선 이클립스 호. 산유국 꿈에 부푼 대원들의 예상과는 달리 시추 작업은 번번히 실패로 끝나고, 결국 본부로부터 철수 명령을 받는다. 철수를 위해 본부에서 베테랑 캡틴 정만이 투입되고..."
블라인드맨,,"자크 검블린,램버트 윌슨",,영화,액션/어드벤쳐,영화,93,의문의 살인에 감춰진 진실이 곧 밝혀진다! 모두를 속이고 죽여라...! 디아이를 연출한 자비에 팔리 감독의 액션 스릴러 작품!
블루스브라더스2000,,"댄 애크로이드,존 굿맨,월터 레빈,톰 데이비스,프랭크 오즈,B.B. 킹,캐슬린 프리먼,J. 에반 보니팬트",,영화,액션/어드벤쳐,영화,0,"18년만에 출감한 엘우드. 검은 양복, 중절모, 선글라스. 모습은 그대로이지만 엘우드는 모든 것이 변했음을 깨닫는다. 고아원 시절부터 같이했던 제이크는 감옥에서 숨진지 오래고 그의 밴드는 해체됐다. 어릴 때부터 자신을 돌봐준 메어리 수녀가 운영하는 병원을 찾아간다."
더 독,,"이연걸,모건 프리먼,밥 호스킨스,케리 콘돈,빈센트 레건,딜란 브라운,타머 해선,마이클 젠",,영화,액션/어드벤쳐,영화,102,"쇠창살 안 개처럼 키워진 대니는 지난날의 기억도, 감정도, 사고도 없다. 성난 투견처럼 먹이를 향해 몸을 날리는 것만이 그의 삶. 괴한의 습격으로 다친 그를 맹인 조율사 샘 가족은 따뜻하게 돌봐준다. 대니는 그런 친구를 잃지 않기 위해 목숨을 건 사투를 시작한다."
킬러 인 브뤼셀,,"루브나 아자발,올리비에 구르메,케빈 얀센스,보리 라네스,티보 반덴보르레",,영화,액션/어드벤쳐,영화,86,모든 것을 건 마지막 작전에서 성공적으로 현금 수송차를 탈취한 발켄 일당. 하지만 그들이 떠난 자리에서 브라방의 살인마를 조사하던 판사 베로니크가 살해된 채 발견되면서 사건은 예상과 전혀 다른 방향으로 전개된다. 서서히 밝혀지는 먼지 쌓인 진실은 과연 무엇인가.
양자물리학,,"박해수,서예지,김상호,김응수,변희봉,김영재,이창훈,임철수,현봉식,주석태,손종학,박성연",,영화,액션/어드벤쳐,영화,1,"부패 권력에 뼈 때리는 통쾌한 한방! 죽어가는 업소도 살리는 유흥업계의 전설 이찬우. 그의 클럽 MCMC의 성공을 위해 찬우는 황금인맥 퀸 성은영, 친분이 있는 경찰 박기헌에게 협조를 부탁한다. 그리고 어느 날 유명 연예인이 연루된 마약 파티 사건을 눈치채는데..."
해안선,,"장동건,김정학,박지아,유해진",,영화,액션/어드벤쳐,영화,0,(SD)해안선
영웅본색4,,"왕대륙,왕카이,마천우,임설,여애뢰,오월",,영화,액션/어드벤쳐,영화,1,"밀수업으로 큰돈을 거머쥔 카이, 카이를 친형처럼 믿고 따르는 마크는 세상에 떳떳하지 못한 일을 하지만 의리만은 끈끈하다. 하지만 형이 세상 전부였던 카이의 동생 차오가 경찰이 된 후 카이와 차오, 마크 세 남자는 피할 수 없는 운명의 소용돌이에 휘말리고 마는데..."
나쁜 녀석들: 더 무비,,"마동석,김상중,김아중,장기용,박효준,김인우,이재윤,박원상,조영진,박형수,박상욱,한정현",,영화,액션/어드벤쳐,영화,1,"죄수들이 탈출했다! 교도소 호송차량이 전복되고, 사상 초유의 범죄자 탈주 사건 발생! 이에 오구탁 반장은 범죄자가 흉악범을 잡는 극비 프로젝트를 다시 발동시키고, 과거 함께 활약한 전설의 주먹 박웅철, 감성 사기꾼 곽노순, 전직 형사 고유성을 새 팀으로 소집하는데..."
봉신연의,,"공소균,황일림,이초녕",,영화,액션/어드벤쳐,영화,76,"천 년 전, 봉신대전에서 승리한 강태공 강자아는 자취를 감추고 강태공의 신기인 봉신필 역시 그 행방이 묘연해진다. 그러던 중 봉신필의 위치를 나타내는 천리불주산의 등장으로 세상을 뒤엎을 신기를 차지하기 위한 영웅들의 혈투가 시작된다."
더블,,"리처드 기어,토퍼 그레이스,오데트 애너블,스타나 카틱",,영화,액션/어드벤쳐,영화,0,"20년 전 사라진 전설의 암살자가 다시 나타났다. 냉전시대 구 소련의 전설적인 스파이들을 기억하며... 원티드, A특공대의 치밀하고 긴장감 넘치는 각본을 담당한 마이클 브랜트, 미스터리 범죄 스릴러 더블로 메가폰을 잡다. 당신을 얼어붙게 만들 섬뜩한 반전 영화..."
비트,,"정우성,고소영,임창정,유오성,김부선,이두일,신범식",,영화,액션/어드벤쳐,영화,115,"터지고 깨지는 젊은 청춘들의 격렬한 싸움! 환규를 따라 나간 노예팅에서 민은 로미에게 선택 당해 지속적인 만남을 갖게 된다. 한편 민과 환규는 방황을 접고 분식집을 개업하지만 가게가 철거 대상이 되고, 철거반 깡패들과 몸싸움으로 사고를 낸 환규는 감옥에 가는데..."
열화영웅,,"황효명,두강,탁탄,양지",,영화,액션/어드벤쳐,영화,118,"과거 화재 현장에서 후배 대원을 잃은 뒤, 트라우마에 빠져 직위 해제까지 당한 소방대장 장 리웨이. 슬퍼할 시간도 잠시, 빈하이 항만에서 사상 최대의 송유관 폭발 사고가 발생한다. 누군가 불길 속으로 들어가 기름이 새지 않도록 송유관 밸브를 완전히 잠가야만 한다!"
소태극,,"견자단,원일초,원상인,침전하,원신의,왕도,이곤,진지문",,영화,액션/어드벤쳐,영화,0,"홍콩 액션스타 견자단의 데뷔작. 구두쇠로 악명높은 아버지밑에 초와 단 두형제가 있다. 형 초는 착실하게 아버지 밑에서 일을 하고, 동생 단은 장난으로 하루하루를 보내는 건달이다. 그러던 중 아버지의 옛 원수가 찾아와 아버지와 형을 살해하고 집을 잿더미로 만드는데..."
공수도,,"정다은,오승훈,손우현,유채온",,영화,액션/어드벤쳐,영화,1,공수 도장을 운영하는 아빠로부터 공수도를 배워온 소녀 채영이 홀어머니를 모시고 사는 순수하고 정의로운 소년 종구와 일진의 생활에 염증을 느끼고 새로운 시작을 위해 애쓰는 해성을 만나 공수도를 통해 함께 성장해가는 청춘 액션물.
스페셜포스: 비상계엄,,"당문룡,채접,이자웅",,영화,액션/어드벤쳐,영화,75,"도시에서 테러가 일어나고, 무기수송 차량이 탈취되는 사건이 일어난다. 이 총격전에서 가까스로 살아남은 원라이는 테러의 용의자가 되고 사건의 진실을 파헤치기 위해 홀로 테러 조직과 정부의 특수부대에 맞선다."
더 버닝 씨,,"크리스틴 쿠야트 소프,헨리크 비엘란드,롤프 크리스티앙 라센",,영화,액션/어드벤쳐,영화,106,"서비스 해지 시까지 시청 가능. 북유럽 해양, 차가운 바닷속 뜨거운 붉은 재앙이 다가온다! 석유산업의 전성기를 맞고 있는 노르웨이. 어느 날, 바다 위의 시추탑이 붕괴하는 사고가 발생한다..."
브라더,,"정진운,조재윤",,영화,액션/어드벤쳐,영화,97,강력계 형사 강수. 어느 날 마약 밀수입 등의 악질 범죄를 일삼는 거대 조직의 정보가 담긴 발신자 불명의 제보가 들어온다. 범죄 소탕을 위해 조직에 위장 잠입한 강수는 회장의 오른팔 용식 밑에서 조직 생활을 시작하는데...
빅터 프랑켄슈타인,,"다니엘 래드클리프,제임스 맥어보이,제시카 브라운 핀들레이,앤드류 스캇,루 브릴리,마크 게티스,프레디 폭스,다니엘 메이스",,영화,액션/어드벤쳐,영화,0,"프랑켄슈타인 박사와 그의 조수 이고르는 인류를 돕기 위해, 만나게 되는 그 누구에게도 상상할 수 없는 공포를 안겨주게 될 괴물을 만들게 되는데..."
명량,,"최민식,류승룡,조진웅,진구,이정현,김명곤,권율,노민우",,영화,액션/어드벤쳐,영화,0,"한국 영화 사상 최초의 해상 전투극. 스펙터클한 볼거리, 압도적 스케일을 창조하다. 1597년 임진왜란 6년, 무서운 속도로 한양으로 북상하는 왜군에 의해 국가존망의 위기에 처하자 누명을 쓰고 파면 당했던 이순신 장군이 삼도수군통제사로 재임명되는데..."
그린 나이트,,"데브 파텔,알리시아 비칸데르",,영화,액션/어드벤쳐,영화,1,"크리스마스 이브, 아서왕과 원탁의 기사들 앞에 나타난 녹색 기사, 가장 용맹한 자, 나의 목을 내리치면 명예와 재물을 주겠다고 제안한다. 아서왕의 조카 가웨인이 도전에 응하고 1년 후, 5가지 고난의 관문을 거치는 여정을 시작하는데..."
뱀파이어의 습격,,"마이클 매드슨,비니 존스,윌리엄 맥나마라,아맨드 아상테,디엠엑스 ,크리스타 아인,낸시 영,매디슨 웨이드버그",,영화,액션/어드벤쳐,영화,83,"숀은 형이 살해된 후 시신 마저 사라지자, 범인을 찾아 나선다. 형이 남긴 단 하나의 단서를 쫓던 숀은 사람들을 유인해 잔인하게 살해하는 뱀파이어 이야기를 듣는다. 전쟁에서 죽은 영웅 전사의 영혼에서 태어난 뱀파이어 케인이 형의 영혼을 이용해 다시 태어난 것인데..."
킬러의 보디가드 2: 킬러의 와이프,,"라이언 레이놀즈,사무엘 L. 잭슨,셀마 헤이엑,모건 프리먼,안토니오 반데라스",,영화,액션/어드벤쳐,영화,99,"미치광이 킬러 다리우스의 경호를 맡은 후 매일 밤 그의 악몽을 꾸는 보디가드 마이클 앞에 나타난 무대포 직진녀 소니아. 남편 다리우스가 납치되었다며 다짜고짜 그를 구하러 가야 한다고 하는데, 한 명도 버거운데 그의 와이프까지 플러스?!"
하면된다,,"안석환,박동빈,송옥숙,박상면,박진희,정준,이범수,조승연,이무현,박인환,박충선,전석호",,영화,액션/어드벤쳐,영화,100,"차입딱지 붙은 집을 뒤로하고, 달동네 단칸방으로 이사를 온 일가족 병환, 정림, 장미, 대철. 가족들은 포장마차에서 아픈 속을 달랜다. 얼큰하게 취한 병환은 길가에 서있는 트럭 뒤에서 볼일을 보다 트럭에 치인다. 그러나 이게 웬일. 그것은 뜻밖의 돈을 불러들이는데..."
메가로돈: 거대 상어의 습격,,"도미닉 페이스 ,캐롤라인 해리스,마이클 매드슨,에고 미키타스,에이미 스톨트",,영화,액션/어드벤쳐,영화,88,"2백만년 전 멸종됐던 초대형 상어 메가로돈이 살아났다! 하와이 인근 해역에서 침몰한 채 발견된 러시아 잠수함. 생존자를 찾기 위해 접근한 미군은 잠수함을 공격한 상대가 바로 거대한 상어라는 충격적 사실을 알게 된다. 메가로돈 vs 인간, 치열한 생존 싸움이 시작된다!"
13구역,,"시릴 라파엘리,데이빗 벨,비비 나세리,대니 베리시모,토니 다마리오,프랑소와 샤롯,니콜라스 워이리옹,사미르 구에스미",,영화,액션/어드벤쳐,영화,0,"정부도 손을 쓸 수 없는 부패의 도시 13구역. 그 곳의 독재자 타하와 그로부터 도시를 구하려는 레이토는 서로를 제거하기 위해 호시탐탐 기회를 노리고 있다. 위험 지역으로 선포되어 모든 정부 기관이 폐쇄되고 격리된 13구역, 13구역에 잠입하여 핵미사일을 해체하라."
악몽의 미드나잇,,"윌리암 볼드윈,리차드 그리에코,빌 모슬리,비바 비앙카,크리스토퍼 저지,존 헤니건,도미니크 스웨인,브라이스 드래퍼",,영화,액션/어드벤쳐,영화,91,"그믐날, 일곱명의 친구들과 동생을 찾는 배낭 여행객이 산속 오두막에 발을 디딘다. 하지만 이것은 모두 살인에 중독된 일가족이 꾸민 하나의 함정에 불가하다. 사람 가죽으로 만든 기괴한 가면을 쓴 살인마들과 죽고 죽이는 혈투가 시작된다!"
무사,,"안성기,정우성,주진모,장쯔이",,영화,액션/어드벤쳐,영화,157,"명나라에 사신으로 갔다 간첩혐의를 받고 귀양길에 오르게 된 고려의 무사들. 부사 이지헌과 그의 호위무사 여솔, 용호군의 젊은 장수 최정, 최정의 부관인 가남, 주진군 일행과 대장 진립. 귀양길로 향하던 중 몽고군의 습격을 받아 명군은 전멸당하는데..."
영웅지천계령,,"손빈호,오적",,영화,액션/어드벤쳐,영화,0,"중국 상고 시대에 수족과 영족이 전쟁을 하고, 용족이 승리하자 용족의 수령 현제는 수족의 수령 공공을 처형하고, 그의 딸 청요를 오랜 시간 죽림에 연금한다. 현제의 고순자 직부는 우연히 죽림에 들어갔다가 청요와 사랑에 빠진다."
미스터 앤 미세스 스미스,,"브래드 피트,안젤리나 졸리,빈스 본,아담 브로디,케리 워싱턴,키스 데이빗,크리스 웨이츠,레이첼 헌틀리",,영화,액션/어드벤쳐,영화,0,"완벽하게 서로를 속여온 킬러 부부, 그들이 서로를 노리기 시작한다. 5년 전, 콜롬비아 보고타에서 우연히 만난 존과 제인. 살인사건으로 검문당하던 제인은 존의 도움으로 무사히 빠져나가고 둘은 사랑에 빠진다. 그러나, 그것은 사상 최악의 잘못된 만남이었는데..."
대명금의위 2: 척살무사,,"응호명,남생",,영화,액션/어드벤쳐,영화,72,서비스 해지 시까지 시청 가능. 아내가 피살된 후 신분을 숨기고 살아가던 이의는 사건 3년 후 드디어 범인의 단서를 찾게 되지만 그와 동시에 조정 대신의 살해범으로 몰려 쫓기는 신세가 되고 만다. 이의는 자신의 누명을 벗고 위기의 조정을 구하려 범인을 추적하는데...
도신 천하지독존,,"숭 샤오리,조국도",,영화,액션/어드벤쳐,영화,0,"천문의 조무쌍, 진가의, 임패패, 하천, 강자. 그들은 선한 일을 행하는 사람이다. 어느 날, 회사 대표 위천각이 자선모금회 돈으로 호화요트를 사서 여자들을 불러 파티를 벌인 사실을 알게 되는데..."
이터널스,,"안젤리나 졸리,마동석,리차드 매든,젬마 찬,셀마 헤이엑,쿠마일 난지아니,리아 맥휴,브라이언 타이리 헨리,로렌 리들로프,배리 케오간",,영화,액션/어드벤쳐,영화,312,본 콘텐츠는 자막+더빙이 함께 제공되는 상품으로 서비스 해지 시까지 시청이 가능합니다. 자막판 종료 후 02:35:59부터 더빙판이 시작됩니다. 마블의 새로운 역사를 쓸 태초의 히어로 등장! 마블 페이즈 4의 새로운 역사를 써 내려갈 히어로 군단이 모습을 드러낸다.
군함도 감독판,,"황정민,소지섭,송중기,이정현,김수안,이경영,김민재,김중희",,영화,액션/어드벤쳐,영화,1,1945년 일제강점기. 각기 다른 사연을 품은 조선인들이 일본에서 돈을 벌 수 있다는 말에 속아 군함도로 향한다. 하지만 그들이 함께 탄 배가 도착한 곳은 조선인들을 강제 징용해 노동자로 착취하고 있던 지옥섬 군함도였는데...
런던잡 다이몬드를 훔쳐라,,"마이클 맥켈,시드니 킨,로버트 풋",,영화,액션/어드벤쳐,영화,86,"젊은 시절부터 절도를 일삼던 브라이언 일당. 브라이언의 소개로 등장한 바질이라는 새로운 보스의 제안에, 세계적인 보석 거리인 런던의 해턴가든에서 다시 한번 범죄 역사에 길이 남을 그들만의 범행을 계획한다."
킬러의 보디가드 2,,"라이언 레이놀즈,사무엘 L. 잭슨,셀마 헤이엑,모건 프리먼,안토니오 반데라스",,영화,액션/어드벤쳐,영화,117,미치광이 킬러 다리우스의 경호를 맡은 후 매일 밤 그의 악몽을 꾸는 보디가드 마이클 앞에 나타난 무대포 직진녀 소니아. 남편 다리우스가 납치되었다며 다짜고짜 그를 구하러 가야 한다고 하는데... 한 명도 버거운데 그의 와이프까지 플러스?!
